time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,40,401.003,342.762,2.000,001-01-0000001,-19.465,15.306,32.598,1
1.000,52,406.707,331.911,2.000,001-01-0000001,-51.593,10.192,-0.201,1
1.000,148,832.959,813.336,2.000,001-01-0000001,-62.155,10.547,-5.639,9
1.000,164,245.623,570.064,2.000,001-01-0000001,-41.797,11.169,4.992,3
2.000,40,406.404,354.629,2.000,001-01-0000001,-27.437,11.675,13.106,1
2.000,52,405.616,331.769,2.000,001-01-0000001,-35.581,14.420,13.215,1
2.000,72,30.856,290.045,2.000,001-01-0000001,-59.870,11.510,3.983,4
2.000,107,236.232,510.671,2.000,001-01-0000001,-46.274,9.853,6.323,3
2.000,172,233.016,294.433,2.000,001-01-0000001,-34.335,10.587,17.382,2
2.000,190,366.971,49.431,2.000,001-01-0000001,-53.457,11.384,0.364,4
3.000,14,3.272,1252.441,2.000,001-01-0000001,-55.171,13.134,-3.904,12
3.000,40,411.804,366.496,2.000,001-01-0000001,-42.707,11.459,13.985,1
3.000,47,220.658,-34.643,2.000,001-01-0000001,-49.696,13.174,1.172,5
3.000,52,404.524,331.627,2.000,001-01-0000001,-37.244,12.516,18.829,1
3.000,53,804.007,26.385,2.000,001-01-0000001,-55.890,11.888,4.357,7
3.000,91,557.839,475.569,2.000,001-01-0000001,-45.483,10.628,-3.411,3
3.000,147,513.084,350.314,2.000,001-01-0000001,-44.538,12.539,16.304,2
3.000,172,241.894,300.500,2.000,001-01-0000001,-43.417,15.828,16.293,2
4.000,31,-188.526,349.035,2.000,001-01-0000001,-61.764,9.489,3.315,7
4.000,40,417.204,378.362,2.000,001-01-0000001,-21.237,13.616,22.357,1
4.000,48,712.288,809.294,2.000,001-01-0000001,-52.417,11.575,-1.109,7
4.000,52,403.433,331.484,2.000,001-01-0000001,-33.572,12.684,23.266,1
4.000,87,231.420,196.000,2.000,001-01-0000001,-52.472,13.840,-0.201,3
4.000,107,252.175,512.750,2.000,001-01-0000001,-53.884,8.324,-2.390,2
4.000,132,734.744,73.592,2.000,001-01-0000001,-58.594,7.733,-1.817,6
4.000,134,135.905,400.813,2.000,001-01-0000001,-40.867,10.745,11.082,3
4.000,172,250.772,306.566,2.000,001-01-0000001,-32.841,16.260,34.784,1
5.000,31,-186.877,350.123,2.000,001-01-0000001,-57.657,10.491,1.021,7
5.000,40,422.604,390.229,2.000,001-01-0000001,-37.789,14.448,17.804,1
5.000,52,402.342,331.342,2.000,001-01-0000001,-35.558,14.595,21.034,1
5.000,87,240.425,205.704,2.000,001-01-0000001,-50.023,12.302,4.236,2
5.000,107,260.147,513.789,2.000,001-01-0000001,-51.075,13.054,-1.732,2
5.000,113,510.478,181.814,2.000,001-01-0000001,-47.446,14.916,2.827,3
5.000,147,489.465,345.400,2.000,001-01-0000001,-46.388,12.450,0.489,2
5.000,164,289.831,562.638,2.000,001-01-0000001,-44.427,15.080,15.872,3
5.000,172,259.650,312.632,2.000,001-01-0000001,-45.593,13.835,8.294,1
6.000,9,523.599,698.344,2.000,001-01-0000001,-63.212,11.557,-8.968,5
6.000,40,428.004,402.096,2.000,001-01-0000001,-48.992,11.137,-0.306,1
6.000,52,401.250,331.200,2.000,001-01-0000001,-36.980,13.391,15.301,1
6.000,87,249.431,215.409,2.000,001-01-0000001,-52.943,18.800,5.154,2
6.000,100,829.308,359.307,2.000,001-01-0000001,-55.297,12.350,2.699,6
6.000,107,268.119,514.829,2.000,001-01-0000001,-47.814,13.394,11.522,2
6.000,113,515.595,181.406,2.000,001-01-0000001,-56.207,8.440,1.991,3
6.000,128,54.281,406.453,2.000,001-01-0000001,-48.794,12.459,12.619,4
6.000,147,477.655,342.943,2.000,001-01-0000001,-38.934,12.508,14.849,2
6.000,172,268.528,318.698,2.000,001-01-0000001,-42.402,7.784,12.529,1
7.000,52,400.159,331.058,2.000,001-01-0000001,-25.133,15.322,27.117,1
7.000,87,258.437,225.113,2.000,001-01-0000001,-56.036,11.250,-0.691,2
7.000,107,276.091,515.868,2.000,001-01-0000001,-56.074,9.694,-0.198,2
7.000,147,465.845,340.486,2.000,001-01-0000001,-42.146,11.019,22.790,1
7.000,172,277.406,324.764,2.000,001-01-0000001,-38.504,13.867,13.349,1
8.000,40,438.805,425.830,2.000,001-01-0000001,-33.102,12.934,3.882,1
8.000,52,399.067,330.915,2.000,001-01-0000001,-24.865,12.895,32.744,1
8.000,107,284.062,516.907,2.000,001-01-0000001,-44.319,9.445,5.732,2
8.000,134,151.146,411.314,2.000,001-01-0000001,-56.119,10.756,2.191,3
8.000,138,-195.007,1943.353,2.000,001-01-0000001,-66.114,8.438,0.680,22
8.000,147,454.036,338.029,2.000,001-01-0000001,-40.727,13.359,16.307,1
8.000,172,286.284,330.830,2.000,001-01-0000001,-51.190,9.549,-4.105,1
9.000,40,444.205,437.697,2.000,001-01-0000001,-41.368,13.409,4.442,2
9.000,52,397.976,330.773,2.000,001-01-0000001,-30.418,16.098,26.142,1
9.000,87,276.449,244.522,2.000,001-01-0000001,-35.375,16.460,27.824,2
9.000,91,561.430,482.201,2.000,001-01-0000001,-52.219,11.244,0.934,3
9.000,107,292.034,517.947,2.000,001-01-0000001,-52.063,12.491,2.610,2
9.000,113,530.946,180.183,2.000,001-01-0000001,-52.451,14.917,3.799,3
9.000,134,154.956,413.939,2.000,001-01-0000001,-50.558,12.015,5.215,3
