time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-2.04,1758.13,2.0,232.68
1.0,2,1468.55,659.46,2.0,1639.3,486.0,2.0,243.4
1.0,3,1665.01,1822.76,2.0,1575.1,1887.49,2.0,110.78
1.0,4,1433.31,474.67,2.0,1356.27,499.93,2.0,81.07
1.0,5,62.47,485.63,2.0,-16.41,480.23,2.0,79.06
1.0,6,2153.66,762.62,2.0,1642.25,993.71,2.0,561.19
1.0,7,1875.03,1819.11,2.0,2114.55,1665.98,2.0,284.29
1.0,8,1424.18,553.63,2.0,1436.54,568.38,2.0,19.24
1.0,9,562.91,645.51,2.0,471.04,900.97,2.0,271.48
1.0,10,747.94,2211.36,2.0,438.75,2186.61,2.0,310.18
1.0,11,1764.9,970.34,2.0,2054.79,852.56,2.0,312.9
1.0,12,-35.31,129.63,2.0,-123.2,20.23,2.0,140.33
1.0,13,846.6,136.55,2.0,568.34,0.0,2.0,309.96
1.0,14,-1.67,1259.46,2.0,-76.56,1381.79,2.0,143.44
1.0,15,1906.5,1411.21,2.0,1883.44,1383.44,2.0,36.1
1.0,16,836.37,1321.72,2.0,696.71,1252.49,2.0,155.87
1.0,17,-190.5,438.9,2.0,-134.87,14.75,2.0,427.78
1.0,18,-70.78,1969.01,2.0,196.77,1918.77,2.0,272.22
1.0,19,292.4,1154.16,2.0,770.38,613.75,2.0,721.46
1.0,20,1182.37,507.19,2.0,1304.97,910.86,2.0,421.87
1.0,21,1281.24,-90.79,2.0,1366.65,-37.85,2.0,100.48
1.0,22,-187.09,829.25,2.0,337.74,825.89,2.0,524.85
1.0,23,1342.84,-229.36,2.0,987.71,-210.99,2.0,355.61
1.0,24,165.04,1218.83,2.0,212.8,1486.36,2.0,271.75
1.0,25,2177.44,1597.52,2.0,2036.37,1554.43,2.0,147.5
1.0,26,350.85,2090.52,2.0,381.39,2109.44,2.0,35.92
1.0,27,29.91,-101.42,2.0,-88.28,78.93,2.0,215.62
1.0,28,655.04,319.75,2.0,706.91,436.45,2.0,127.71
1.0,29,2089.36,1716.11,2.0,2039.48,1578.33,2.0,146.53
1.0,30,1482.86,-125.25,2.0,1629.59,0.89,2.0,193.5
1.0,31,-193.47,345.77,2.0,207.61,-0.01,2.0,529.56
1.0,32,1975.06,2129.63,2.0,2149.18,1992.12,2.0,221.87
1.0,33,276.88,80.04,2.0,360.32,354.08,2.0,286.46
1.0,34,771.04,1517.05,2.0,858.04,1440.31,2.0,116.01
1.0,35,1703.23,1414.12,2.0,1810.65,1353.41,2.0,123.38
1.0,36,39.18,2005.9,2.0,-22.08,1999.04,2.0,61.65
1.0,37,617.56,419.38,2.0,592.68,456.88,2.0,44.99
1.0,38,912.27,204.59,2.0,1088.34,168.88,2.0,179.65
1.0,39,1858.06,1552.38,2.0,1930.6,1568.54,2.0,74.32
1.0,41,766.4,-15.95,2.0,833.43,-35.8,2.0,69.91
1.0,42,-31.37,194.83,2.0,83.59,-200.85,2.0,412.04
1.0,43,1976.93,956.03,2.0,1964.39,965.77,2.0,15.88
1.0,44,301.49,1170.25,2.0,328.96,1042.38,2.0,130.79
1.0,45,1529.99,139.05,2.0,1592.23,-90.9,2.0,238.23
1.0,46,2173.16,1868.2,2.0,2161.98,2067.99,2.0,200.1
1.0,47,217.79,-41.15,2.0,135.34,0.41,2.0,92.33
1.0,48,698.48,796.42,2.0,807.72,952.52,2.0,190.53
1.0,49,2000.28,1526.92,2.0,2000.01,1500.0,2.0,26.92
1.0,50,614.84,-72.26,2.0,612.51,4.05,2.0,76.35
1.0,51,1752.16,366.64,2.0,1992.49,351.96,2.0,240.78
1.0,53,805.7,18.76,2.0,953.42,120.61,2.0,179.43
1.0,54,1101.2,308.75,2.0,1765.54,265.54,2.0,665.74
1.0,55,185.59,1343.27,2.0,-71.05,1121.28,2.0,339.32
1.0,56,2185.18,116.11,2.0,1894.86,-183.96,2.0,417.52
1.0,57,1224.61,231.63,2.0,1497.22,600.66,2.0,458.8
1.0,58,387.09,2085.88,2.0,448.3,2132.69,2.0,77.06
1.0,59,774.33,-238.92,2.0,332.65,128.76,2.0,574.69
1.0,60,1460.72,532.82,2.0,1466.57,482.56,2.0,50.6
1.0,61,-116.79,609.16,2.0,259.42,740.55,2.0,398.5
1.0,62,666.53,1522.24,2.0,649.72,1628.59,2.0,107.67
1.0,63,1186.92,1960.37,2.0,1175.05,1930.96,2.0,31.72
1.0,64,584.74,-110.93,2.0,495.62,-95.92,2.0,90.38
1.0,65,1901.34,2190.16,2.0,2154.39,2001.38,2.0,315.72
1.0,66,939.3,790.95,2.0,912.48,919.84,2.0,131.65
1.0,67,1405.5,1708.95,2.0,1308.98,1681.09,2.0,100.46
1.0,68,329.59,896.17,2.0,436.69,991.79,2.0,143.57
1.0,69,1070.1,1736.29,2.0,1035.67,1580.95,2.0,159.11
1.0,70,1812.69,2024.22,2.0,1950.99,2198.65,2.0,222.61
1.0,71,486.1,710.63,2.0,606.8,606.9,2.0,159.15
1.0,72,30.79,277.22,2.0,-34.45,342.02,2.0,91.95
1.0,73,334.31,1655.46,2.0,499.99,1270.97,2.0,418.66
1.0,74,832.99,418.25,2.0,912.14,397.82,2.0,81.75
1.0,75,1893.59,2228.22,2.0,1894.76,1669.61,2.0,558.61
1.0,76,803.82,1845.83,2.0,850.04,1975.24,2.0,137.42
1.0,77,1616.48,-39.61,2.0,1575.59,-94.28,2.0,68.27
1.0,78,1456.79,1930.51,2.0,1451.44,1943.0,2.0,13.59
1.0,79,-229.86,515.72,2.0,109.09,1078.22,2.0,656.72
1.0,80,2111.31,402.37,2.0,2069.33,467.73,2.0,77.68
1.0,81,1057.99,1273.98,2.0,1137.06,1709.58,2.0,442.72
1.0,82,978.38,1315.24,2.0,857.35,1288.79,2.0,123.89
